,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
102,-4664.316848757061,11077.223775316104,-2661.1928069816977,-20733.39098426548,-3140.2204974920987,36701.863664042015,-11920.237426132666,-67954.71115332413,-35402.517439787734,25407.793897453033
103,-401.6190481374508,1136.0705178177036,-368.71961033105015,-2333.9899720483604,72.58818535259651,3615.639663776389,-1676.6483424248916,-15243.337961311643,832.5166968430893,9622.989120809798
104,-512.8901533765204,1928.4836213287422,-243.32275936070022,-2409.2640432489766,-120.75957173491878,5389.412550281917,-2249.9614869736674,-9401.38361495255,-2144.230472904656,5866.545394411421
105,1248.3950246815816,-3160.442750430285,1012.180132234371,6739.362897990621,93.96759129716295,-11110.63400816577,7329.7105730764315,32239.69092167439,2765.2525713464493,-17744.27034774717
106,535.2205836311467,-3070.8469746332494,582.1130345736575,2884.442785464274,-252.92350785274797,-7327.101903650936,7797.682906334694,22374.63626605774,-2086.579091482341,-14414.915404626141
107,1179.6135377302048,-3609.575150798804,816.2358650043717,5944.893535951972,262.63457316865305,-11093.550531775842,6565.442582630773,25167.842749457126,4683.969147588205,-15021.044135075397
108,1247.6409042179246,-4094.71593107121,841.405584128866,5444.286878205405,285.6039498322405,-11880.951646791673,7613.926073077826,26908.47056551826,3926.4447011147877,-15402.58356511415
109,29.130951862549207,-339.9294821822964,7.7803896689498675,227.11940295163936,87.71318535259651,-480.360336223611,-301.14834242489144,-79.33796131164229,830.8916968430893,530.9891208097976
110,380.6751997603013,-1226.247199057257,303.8407523370642,1907.3906776795818,159.12024247873697,-3742.262306097139,1481.036425849307,9025.011184952224,1258.9637883879636,-5010.57979883133
111,75.75595186254921,-446.9294821822964,46.030389668949866,312.71315295163936,-52.286814647403496,-1150.360336223611,900.6016575751086,1300.6620386883576,-100.23330315691062,-1181.0108791902026
112,-921.5073397476456,3180.876382645773,-863.6936746483764,-4905.8204692555055,11.80587643005504,9654.900958350412,-7642.576524655079,-27720.862449391705,-332.77783417647385,16831.236291900626
113,-6.119048137450793,-171.9294821822964,-29.46961033105013,-60.73997204836064,86.33818535259651,-452.360336223611,-231.89834242489147,-2111.337961311642,977.8916968430893,822.9891208097976
114,-416.76963293285155,1385.9644454635802,-183.68326731044195,-1386.7122938452978,-340.55372317390743,2930.2055513648015,-372.51482788813604,-3762.7089745554226,-3665.7545160791487,-1044.8958879279007
115,306.8809518625492,-1281.9294821822964,216.90538966894988,1830.7287779516394,-22.286814647403496,-3549.360336223611,2359.8516575751087,10396.662038688357,521.2666968430893,-6601.010879190202
116,-928.1045139343233,3343.102664768061,-832.8028292248845,-5432.33665717961,210.19468619523835,9865.346454238254,-6438.5196834167045,-29319.054700499324,1129.434785164339,18690.16302155516
117,287.2187946253971,-808.4196076433823,345.557298513843,1812.9347886136425,122.10846288004063,-2193.767275597174,801.2502827718967,11497.98435106113,690.3471871693343,-5473.661271738522
118,34.31434876773036,173.2692493324931,100.0749409621392,1220.600953704235,23.412706652246495,-429.65933069500835,-31.15358466289349,4458.2854045481245,1499.3430856241876,-1455.0966936987847
119,766.153281617842,-1577.3334395004886,451.1354204035884,3565.491712842986,263.08687777000057,-7042.185829923647,2944.465360576373,17814.922917239113,2898.921044327614,-11258.179631145831
120,192.14989738456245,-1258.9495469249553,156.3769908662544,1260.4476436327598,-152.61629985224224,-3014.8739476539995,1774.426123992518,8810.014160569863,-1674.628298186811,-6967.6627508020265
121,-3003.8413549450543,6346.2954492546305,-1570.387360174382,-13126.270328577835,-2087.317378831162,21715.71995018434,-3640.219217655453,-37604.799560855216,-23640.20683713219,13906.00666445824
122,-377.9519252442501,1674.3918881376599,-405.41814840695474,-2663.5831033214495,156.81589942295588,4480.412946293316,-3884.10530196693,-14604.399665607461,752.1077598059258,10090.118040922966
123,1558.1063392512965,-4492.520386619414,1085.7431299427965,7803.884583513157,556.8943821136021,-14353.380507445707,7738.261767524298,34975.45782693618,7062.264537451904,-18174.39615633807
124,83.63095186254921,-104.92948218229638,80.03038966894987,598.7912779516394,93.96318535259651,-1063.360336223611,273.35165757510856,2592.662038688358,554.8916968430893,-1753.0108791902026
125,632.3967935774766,-2038.0700739811589,548.5788263566573,3696.238359979013,27.07756377609192,-7021.554315958977,5002.437148453037,19895.43308090771,924.3559174389629,-12538.115716988877
126,273.1309518625492,-759.9294821822964,189.03038966894988,1471.1037779516394,106.33818535259651,-2679.360336223611,1252.1016575751084,5548.662038688358,1657.0166968430894,-2781.0108791902026
127,697.2938109765284,-1388.0251190338652,558.9754052514368,4291.683552076979,99.58273001791915,-6047.5029537645105,3607.243748935126,18296.38389359575,2137.2404527330923,-10771.615874832263
128,177.1309518625492,-829.9294821822964,69.53038966894987,623.1037779516394,50.713185352596504,-1652.360336223611,307.60165757510856,912.6620386883577,933.2666968430893,-541.0108791902024
129,-1089.24754255892,4296.306924752123,-1088.019947267107,-6170.809012294183,182.83581515895932,12805.892539493194,-10678.984350100583,-38927.25511123763,1150.9952099266097,25275.8029950288
130,156.8809518625492,-1101.9294821822964,150.15538966894988,677.1975279516394,-6.411814647403496,-2062.360336223611,1467.8516575751084,4548.662038688358,-68.73330315691062,-2605.0108791902026
131,-119.12683955531317,-88.1814981384301,-87.83733687782437,-641.1458242545801,-7.325132022816799,591.4812389480666,67.0590328541269,-3304.7775855355917,-35.34049706541912,2582.8964678259404
