,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
Ongehuwd,-0.01835975078905284,0.010619617316841686,0.1765448823925743,0.02663582562527506,-0.013804234327820618,-0.0033590134147018272,-0.005470805484542147,-9.796217177754414e-06,0.003098914183730288,-0.004740934602292821,-0.0045906275958928705,-0.01087911381718513,0.0052618627933561386,0.007007219235161339,0.011013587897868932,-0.00887388944611987,0.006842781170928991,0.0010126366597055243,0.011336809531988484,0.020709753572894132,-0.015204831799368448,-0.043073920624846135,-0.012823340448625787,-0.011586785384226226,-0.012852075367044056,0.0010174355197503971,-0.007757855458752398,0.002268576949748198,-0.0031823469899588314
Gehuwd,-0.017370386522173344,0.01291398188851775,0.1747339803849494,0.030413033826930724,-0.006527382217954759,-0.0038643328722274156,0.006491602307848728,-0.0015144481189629333,0.0003954714472237729,-0.009862050084726903,-0.021082943868334432,-0.010918412793030635,0.002390196852853394,0.0064748877990042425,0.00243082377003363,0.006409072000974299,-0.007280394777037768,-0.002438028107304304,0.0009542186096670904,-0.01407563868889884,0.012841988058239289,0.05512530542591252,-0.002464771561671167,0.005299684091801132,0.015365178830714572,0.001623697945907832,-0.0037545600431844396,-0.002920335061357158,-0.007040238705117125
Gescheiden,-0.01944198489790417,0.009565997774706155,0.1765038138553132,0.026221615199795885,-0.014557837193082722,-0.0025941703215645474,-0.003647896915459692,-8.051604217628136e-05,0.0018697752743869612,-0.0009358898591602787,-0.00203209746362025,-0.010290077933884355,-0.0027334675213720374,0.006608765616435251,0.0047226236236538295,-0.008392138625658583,0.00628860664835796,0.0037685326912656964,0.010602721387495658,0.017409273904036866,-0.00777543169357971,-0.03125940168151911,-0.001728695815733537,-0.0035709130018107067,-0.010903635457878529,-8.652682035528119e-05,-0.008570785126087959,0.004973566114742338,0.0004247028906476584
Verweduwd,-0.01949145715463111,0.010381622717144176,0.1737955113203694,0.027895432680382796,-0.009891409808033588,-0.0018795341548461636,0.0032402383301423964,-0.0019816499944064125,-0.0029647769258274856,-0.0057317667416267705,-0.007877055780878247,-0.0059832625451495995,-0.009027139187527358,-0.0042112917519748615,-0.004387271559081126,0.0009249990541835982,-0.005825884975722524,0.0023723942738743575,-0.005133696406701766,-0.016427035535476024,0.024357112767295033,0.04979654163770665,0.006500718138936659,0.011395165881406481,0.011341139659712975,0.0024492556567616165,-0.0029408497634919673,0.002397503180392284,-0.002403025165232223
Nederland,-0.017895969732895887,0.012186916789805267,0.17626391540440328,0.02907072831939631,-0.008990023904770559,-0.004274229306982692,0.0017235290549441763,-0.0009659429894828411,0.000857746526352484,-0.007895739355299185,-0.01619454817276089,-0.010207460041138464,0.0024339384904211656,0.005471170893164132,0.005048687196451868,0.002459528515815322,-0.0035791955638363377,-0.0017594531730633044,0.003288408471845651,-0.005057659692599102,0.0061787159194923785,0.029176519772811195,-0.006348334282617452,0.0013299914187768632,0.007928670090546614,0.0012436900252367322,-0.004313688270550493,-0.0012068913207743742,-0.006204518849531837
Europa (exclusief Nederland) ,-0.018522586778423507,0.008460110546308172,0.1715309305285362,0.023571510240033924,-0.018258283009868807,-0.0019745855639951523,-0.012578932923946275,0.004666666974235004,0.0066940378996657845,-0.005095557749453787,0.010290538707172392,-0.010231669741956976,0.00886116759491929,0.003979135677727901,0.011764300086310861,-0.0215914306422295,0.015556187503379771,0.007009846175060344,0.010399863106421697,0.038842509688838275,-0.03495895520274443,-0.10028151724621903,-0.01632517970179363,-0.020309901307843183,-0.032788094932948625,-0.004396910646985481,-0.0008015311618777622,0.008002323263012076,0.009113773632438054
Buiten Europa ,-0.01888751666889666,0.0061186184761210915,0.16464024588422052,0.02135765031042885,-0.021596645417252282,0.0025799478180477315,-0.010717611643794298,-0.0011279283675532383,0.005274247113029919,0.004657251897564388,0.02114446782270453,-0.012928394805291522,0.0021427303172371075,0.012311725954773318,0.01465609641268115,-0.031421121703228395,0.027287135566204233,0.009833670719720968,0.029158041657382207,0.06848928818008891,-0.04827453427237565,-0.17691619529036162,-0.008110714784042093,-0.031187421426514185,-0.051816305457561135,0.004249438638936926,-0.021722206589604838,0.010039796032497226,0.0037344563143306034
Nederland.1,-0.017895649822722133,0.012185375978597984,0.17626411964620614,0.02906993120552454,-0.008987450358197977,-0.004276720134366293,0.0017239207944916338,-0.0009658132532977008,0.000866612185756108,-0.007890073050286245,-0.0161929952933633,-0.010204564474543659,0.0024470949249264856,0.00547045499525825,0.005047587304904962,0.0024675947173560535,-0.0035723994539885655,-0.001778299286907619,0.0032922255323844934,-0.005046463919861247,0.006192493251448431,0.0291785142499104,-0.006352526612180382,0.0013282688399905466,0.007929680594482312,0.0012177052472206783,-0.004317948710137587,-0.0011941403286699168,-0.006204779568773945
Europa (exclusief Nederland) .1,-0.01878110038934203,0.009327141402169992,0.17471360839023303,0.025391991423535404,-0.015472001089995038,-0.0022147986353221235,-0.005145149682580481,0.0013500567655448002,0.005506476236830467,-0.0023070882711518563,-0.0018103481004293916,-0.01331705212737069,0.006319150249984165,0.013408299410417046,0.00860732430687378,-0.014024872938247647,0.009897998312195275,0.004908674321179739,0.014724521323995536,0.028211936611390893,-0.021067440439929225,-0.05686960259402001,-0.00512100057580119,-0.010894272961967912,-0.019668762367407312,-0.005382264821030799,-9.457891731078365e-05,0.004599056994190146,0.007218607632255149
Buiten Europa .1,-0.01843320986501531,0.006294613818565626,0.1633859049412322,0.0220018482400994,-0.020995174091210787,0.0014297323094781412,-0.0100332278729871,-0.0006832063357718933,0.006662811470816893,0.006052703454575051,0.016911618463705317,-0.015024194846671456,0.0063483283260595425,0.016268474528589323,0.016790306992083125,-0.03199215047650986,0.02856434221850681,0.008220422844601828,0.03177877008706683,0.07203673208517185,-0.05182314379312462,-0.18059464891719212,-0.010823376536493205,-0.03517348638151641,-0.05139004287196588,0.0012596297206151589,-0.02072295245686721,0.01126710948997543,0.005461596621953641
Europa (exclusief Nederland),-0.018139302263623588,0.007755523282546135,0.16706702886640068,0.022006501845044543,-0.019691761131837307,-0.0016725064904019509,-0.01712328373859702,0.00671653066294028,0.007231047176674288,-0.006556647560422972,0.017355492630345297,-0.008065962075813546,0.010341685596831244,-0.001799829043696289,0.013574145850642089,-0.02632191836988456,0.019129942256109925,0.00854963964923724,0.007660559589493307,0.045012218890520095,-0.0429466242355913,-0.12628143893210128,-0.022557953302079797,-0.02619642376034699,-0.040441286129629044,-0.004285589862880933,-0.0010526026307335265,0.009926875562034386,0.010128348372731476
Buiten Europa,-0.01914345410395749,0.0059511363623357865,0.16507461801365278,0.02086184622593535,-0.022070876278024378,0.00336037248995023,-0.010995362440212306,-0.0014145357087342032,0.004190137017029698,0.003695436110832126,0.02405493708794297,-0.011550798348800578,-0.0008672393000520839,0.00968331912025101,0.013006894615064343,-0.03104732452840312,0.026270384372416366,0.010791665057981655,0.02701319631813938,0.06604710099541312,-0.04534421537797653,-0.1739408234043223,-0.006478841293950585,-0.02815494330881577,-0.05201712941274901,0.006169380645267394,-0.022077080931770465,0.008888813677045342,0.0024925435568647915
Huishoudens totaal,-0.01894350738376875,0.01022621914416556,0.1769118456183524,0.02653769354943302,-0.013921845332186863,-0.0038412666241985746,-0.00568410783954862,0.00022271720328775408,0.0028362980700667737,-0.005121625721640726,-0.004306059932970948,-0.010201297904448303,0.0018201573486601997,0.004538242445247523,0.007596739119008736,-0.009276683879184176,0.005438954304711025,0.0031122431921497477,0.009502396871256133,0.014762695955185695,-0.008980471270946621,-0.033492201005524164,-0.009197570225316162,-0.007183920235733015,-0.010716046896770668,-0.0001998994927977976,-0.004517946933768262,0.003614443534625562,-0.0012477046311759788
Eenpersoonshuishoudens,-0.019803871448658972,0.007456991583156889,0.1725159602855985,0.02221142165304065,-0.019808932831094042,-0.0037556893880686996,-0.016584135980051092,0.0017761197077123174,0.00464293094593794,-0.0022650466750094834,0.011483793403294196,-0.008292199566449105,0.0002542661280490276,-7.96637261008493e-05,0.010095841511812385,-0.022881381820698724,0.015573926234387622,0.008364430913075203,0.014139716193252959,0.034983438841836745,-0.02379794460894472,-0.10315278200313742,-0.013622985707330209,-0.015629442773749048,-0.03175168360702541,-0.0011675393496430081,-0.003489940841654339,0.009382879777067577,0.003968434194885254
Huishoudens zonder kinderen,-0.018188560033655144,0.011721712578368827,0.17661347277363543,0.029061392335149882,-0.009912630792159129,-0.004710732919113299,-4.0965617751134485e-05,-0.0002503577507399527,0.002064989624023833,-0.009191350582433849,-0.015223960569091732,-0.011104938525033857,0.0015710215810598167,0.005454606699148605,0.003543007914135418,-0.001130421298509116,-0.0028871933316773884,0.0015169610172450488,0.004568615141314924,-0.004434608229221677,0.005498428468402167,0.020128430031854556,-0.003779425359095615,0.0010772795099292006,0.0033851937748618404,-0.0005649433371765635,-0.0014062767590670904,0.0010068400582235592,-0.0033989970873933508
Huishoudens met kinderen,-0.017621573289421665,0.012338629889065372,0.17631936307577958,0.029310851906515466,-0.008698877359067846,-0.0029241834609525265,0.004932901788204045,-0.0016393622926330668,0.000923281452024645,-0.005071720958105279,-0.016395430077516402,-0.01154673204633171,0.004353480991936468,0.010177261666613847,0.0077716955567979995,0.0028989680250531493,-0.0013563015978272565,-0.003001577359692972,0.007100611150325042,0.003450538097608768,-0.0013594618708979863,0.016592490685575924,-0.007661255251424817,-0.0025847935238410133,0.006389888202373167,0.0018483531456910578,-0.008812260056775365,-0.002320225584540317,-0.006737694302805549
Gemiddelde huishoudensgrootte,0.06581959717037333,0.03748117322187985,-0.01420910710613974,0.02718420266072775,0.03674462575025225,-0.00987926832747842,0.06412104397802877,-0.057710410238686186,0.01616484538576293,0.005754513319507489,-0.12175728124720155,-0.06231048273852048,0.11322871383771983,0.10432403784316097,0.07717697913613186,-0.02198443082731986,-0.007198789865270557,-0.03451721090058528,-0.010206104899878434,0.05945718985632009,-0.05815082240960093,0.02578473416227133,-0.03170001114400403,0.014554819050033882,-0.0023529645278357178,0.04591688736338458,-0.11919732771122725,-0.02954109728309622,0.015367379048757221
Bevolkingsdichtheid,-0.08000351405486938,-0.06670500773860848,-6.471501808192746e-06,-0.07111994264681638,-0.06217736477658332,0.012807581232364298,-0.06720340530024846,-0.03507133232998864,0.007470837760560073,0.05090016747747518,-0.0007678726807251931,-0.00809469623678689,-0.01648147835436799,0.08486121506633623,0.043938961996859094,0.013847842555995781,0.009348016132535249,-0.05709878935238699,0.018123900930962878,0.0797576498732139,-0.08486378572977243,-0.029194641543072358,0.03291192062678398,-0.017070146515266314,0.08580013669625777,-0.025130212284893802,0.0770502936286495,-0.042925034525311684,0.0691239290139367
Woningvoorraad,-0.018976754363971244,0.01035037893930374,0.1771048097633013,0.02669418668923812,-0.013428018475673192,-0.003755036574872148,-0.004702785212892635,5.366938899168592e-05,0.0028354083026702896,-0.005380869756440851,-0.004823339213038387,-0.009857332813153187,0.0006790968967896267,0.003217344955756543,0.006137481633447255,-0.007860053088792406,0.0038915157396642807,0.0028349137519567353,0.007192949777503056,0.010998427198876162,-0.004429023308251891,-0.021456760689572297,-0.007096588276657667,-0.00501704492989094,-0.008273063039483821,-0.0003597395926811048,-0.004998119079160599,0.003462505322950387,-0.00119759724583905
Niet-woningvoorraad,-0.01586556487744144,0.013004283402437313,0.16773160655411548,0.023964046173417502,-0.012821128620986251,0.005667281296867257,-0.00842037116863688,0.023480107071255887,1.6564257734653107e-05,-0.020567130026600728,-0.004801618685907037,0.0014289197351333783,0.01069480295090918,-0.04086062321316053,-0.006475222204783203,-0.014041276689313495,-0.021507028352136345,0.01750579340728553,-0.02703907254988809,-0.05482547731368561,0.027899627685189856,0.06423790738403501,0.010229133629026606,0.009850337605362003,-0.012672113621410347,-0.016800413906994403,0.013452289843907436,0.007172445993431129,0.012093215727766338
Gemiddelde WOZ-waarde van woningen,0.06574504530489525,0.03441833624531973,-0.021841537049636785,0.06080254109510506,0.0031569934463801783,0.03504867859418174,0.005880320443086308,-0.004718981178659896,0.10869774782680604,-0.04557177971757198,-0.08781403653286718,-0.01022470941849334,0.22057205995656334,-0.0042788948947699145,0.0716526660533194,-0.15349993634642678,-0.0475538708987301,0.011624392936129331,-0.046296281737281994,-0.03522655223412651,-0.01312070889803381,0.027412248533607752,0.06532762956031436,-0.0529653734452158,-0.03754193179674134,-0.06341777604828826,-0.0415919661897189,-0.05225806142025605,0.0847844543461546
