,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
In bezit woningcorporatie,0.09947259417039503,0.567358986519856,0.15230564780271819,0.11710144500967498,0.04218712400016716,-0.08265461634217311,0.11896952633971686,-0.29371767511193775,-0.16953126452508543,-0.12050425804790003
In bezit overige verhuurders,0.015924996427735996,0.40595578684885375,0.038058961759396194,-0.008352802154924378,-0.007117732246750224,0.21923778525200993,-0.15116738437672345,0.2884868021496966,0.14167990028631983,0.06028039781146943
Bouwjaar meer dan tien jaar geleden,-0.04733692152880545,-0.06179553557914491,-0.018221038076074024,0.05063413057050099,-0.051091538645352104,-0.003923385584325605,0.004244663048596754,0.19666721458620642,-0.10006039296349371,-0.04895578298340086
Bouwjaar afgelopen tien jaar,0.04667795940273995,0.06192633335558735,0.01817861544483397,-0.05049627268860499,0.0511412045023236,0.004072718162600148,-0.004508795453915573,-0.19665092661224756,0.10005525251657356,0.04895282040033006
Personenauto's totaal,0.032274667769268794,0.016636687292458284,0.9865151848128144,-0.0028429016395514683,0.023286620047097945,-0.03326822584889652,0.029692479338230025,-0.015284853513150055,-0.019625392354425272,-0.010481542386482166
Personenauto's; brandstof benzine,0.03234697209109396,0.021198188851120674,0.9905496576984715,-0.0024150939689615808,0.02261773910843251,-0.03349495046916306,0.030266093094564957,-0.016259095564506065,-0.02157034424776014,-0.011969044405108613
Personenauto's; overige brandstof,0.03172921434768224,0.004101651539978411,0.9622568815959306,-0.003905305695221318,0.0248070105451005,-0.032168558473841154,0.02772056971797675,-0.012540344285698633,-0.014332726052300817,-0.006388761866930993
Personenauto's per huishouden,-0.047891839510582006,-0.669937950230875,-0.09878386061737386,0.024879375133289312,0.030548185513641843,-0.007689808758668933,0.038060465031923126,-0.01036244504618466,0.023613613986726855,0.03173700720994578
Personenauto's naar oppervlakte,0.053393530185458705,0.8170198207993938,-0.03991150213454725,0.14916160876131546,-0.018920237136755193,-0.11916635002529927,0.03555516893814769,-0.045408174148979026,-0.04379706471396516,-0.04701710513116884
Motorfietsen,0.0358156377718683,-0.008244850337733952,0.9601832211359628,-0.0012261391741386393,0.03227979129334197,-0.04055610475634321,0.018219204781387832,-0.01019320119622403,-0.031065555379446153,-0.00575346099437527
Oppervlakte totaal,0.01783251195226223,-0.07608080662227634,0.6722023928547864,-0.03361769175101561,0.021134387359644055,0.04142729112020276,-0.07055305903625148,0.004678099046033446,-0.0017099661373221513,0.024665280916980135
Oppervlakte land,0.02027963139425308,-0.10867670688157283,0.7945370979661714,-0.03906014279554854,0.01752773504312061,0.08148868761986361,-0.07349476772138164,0.008727741129470099,-0.014040025982606126,0.02523254692518375
Oppervlakte water,0.009791426583990273,-0.01813908070595797,0.3396096407049628,-0.01753828720105119,0.01871955504627684,-0.012363908893940467,-0.04574486817019487,-0.0005920431487904822,0.010542993530424347,0.016895545067036118
Dekkingspercentage,-0.031171040662661652,0.021145184444092083,-0.04076395577711352,-0.08248076296624715,-0.03419221286912973,0.08035615308945974,0.004792733326504417,-0.14193233261457983,0.049377487760273855,0.15478016351001792
